"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated"
"G6PD",0.249692309782121,10.1503662590966,1.15974612721159,0.254952620887076,0.564971872419248,-5.33406581862064,"G6PD",0.379712391809369,0.593540519170348,"no"
"PGP",0.249393607918019,14.3602592107889,2.55682500842675,0.0138383490208335,0.127463131715856,-3.17463164814415,"PGP",0.0856667968337805,1.85891572013298,"no"
"MOGS",0.249387768749127,12.0327887927887,2.1373397219064,0.0378960705574672,0.221162695176474,-4.02404077239087,"MOGS",0.148641410420779,1.42140581968051,"no"
"ASB14",0.249380132073037,10.7805902028748,2.24453852109824,0.030669226181955,0.196051838320568,-3.76553760738918,"ASB14",0.131764634810146,1.51329718160299,"no"
"CIAPIN1",0.248916209340452,11.495935848777,2.63951309148817,0.0112836349263274,0.114388548179493,-2.9883069504838,"CIAPIN1",0.0768794896617527,1.94755097356651,"no"
"EIF3A",0.248556382631998,12.9661948012675,3.53925251047318,0.000913615049822855,0.0340589750366605,-0.762516045279925,"EIF3A",0.0228907234237478,3.03923675498134,"yes"
"ABCF2",0.248439519693095,10.5592792822569,1.81463902211755,0.076866167888287,0.318856348232995,-4.55137018115396,"ABCF2",0.214300414837832,1.11426476985379,"no"
"RDH14",0.248272489216445,11.4092741059528,2.37446103003983,0.021692083625217,0.163684300239224,-3.56111310502397,"RDH14",0.110010710585175,1.66369872998339,"no"
"ACTR1B",0.247952329048392,10.9929274987107,1.64399253651178,0.10696766114947,0.375409609229711,-4.86319252306325,"ACTR1B",0.2523093406729,0.970747499951494,"no"
"MRPS23",0.247874979381585,12.6957821073817,2.39622191702425,0.0205801352349297,0.158643128027547,-3.51614637187994,"MRPS23",0.106622585173158,1.68655177575479,"no"
"AKAP12",0.24784651501505,12.2434181279763,0.739340709723413,0.464745852839455,0.744885866346685,-5.72497528330004,"AKAP12",0.500630930039655,0.332784476966448,"no"
"NAP1L1",0.247366915846575,13.801540514437,2.96597209277281,0.0047224210485966,0.0731975262532473,-2.23275386550007,"NAP1L1",0.0491953832128558,2.3258352940616,"yes"
"ETFB",0.247314676420148,15.5404459655691,1.25047246480819,0.217291755471155,0.532244801209294,-5.40312970760251,"ETFB",0.35771682868012,0.662956751458167,"no"
"HINT2",0.246757530278758,13.2412610169865,2.82339577696196,0.00693760496027001,0.0865925293115451,-2.57210385349628,"HINT2",0.0581980413943692,2.15879043330044,"no"
"RANBP1",0.246494993949725,12.0543492850105,2.90855092001407,0.00552047983014904,0.0791435490588223,-2.37079397037752,"RANBP1",0.0531916503749536,2.25802317253722,"no"
"TUBB4B",0.246442630469939,17.5820174235255,4.49045500711106,4.57172615771067e-05,0.00617735898001956,1.9673547448389,"TUBB4B",0.00415174607423234,4.33991979134695,"yes"
"LIMS1",0.246246624404577,13.8285424863391,3.06422330685283,0.00360165682268086,0.0652370606514344,-1.99240463535181,"LIMS1",0.0438452276013256,2.44349767050491,"yes"
"TIMM8A",0.246217953899745,14.1831899191412,1.99563223058311,0.0517639075042796,0.256418119132024,-4.29098766387955,"TIMM8A",0.172336256143083,1.28597294749596,"no"
"NDUFAF5",0.245955525259776,12.0174126085843,2.71928328270951,0.00912663657250586,0.101591093585075,-2.81253245493364,"NDUFAF5",0.068278438299124,2.03968924296145,"no"
"NDUFA2",0.245786520641769,14.7777119068462,1.641420453509,0.107358717817311,0.375409609229711,-4.87629089829147,"NDUFA2",0.2523093406729,0.969162683913085,"no"
"HLA-DPA1",0.245451825320764,10.0675520545299,1.10917300208728,0.276409546141608,0.584460185848288,-5.33638473855003,"HLA-DPA1",0.392810307768944,0.55844696214794,"no"
"HRAS",0.245282001415223,10.997820340504,1.47618085684756,0.150601498273104,0.440349005599755,-4.92583578873548,"HRAS",0.295954510852324,0.822170707494517,"no"
"KLHL40",0.245196428736573,16.6064790103043,2.1721988356233,0.0348974601191129,0.211364238494543,-3.96353673955656,"KLHL40",0.142055957933021,1.45720618038735,"no"
"SEL1L3",0.24490117671753,16.9830109622355,1.53646178250143,0.131103219509081,0.411473644157706,-5.03041029928589,"SEL1L3",0.276547646382115,0.882386643185123,"no"
"NASP",0.244351773337575,9.3973269961766,1.73609282195432,0.0893612735836954,0.343341686652919,-4.71339508883136,"NASP",0.230756785268946,1.04885065025022,"no"
"COX6B1",0.243539799983637,18.7266030101953,2.48317196824646,0.0166315203304295,0.139488738762581,-3.33333547173948,"COX6B1",0.0937490965686656,1.77906804898032,"no"
"PHKA1",0.243521746468753,14.3772352847062,1.40577375230444,0.166341160601599,0.46424159343118,-5.20943318844672,"PHKA1",0.312012499072406,0.779000272666798,"no"
"SYNJ2BP",0.243514380800752,13.1660153403833,1.70838914221625,0.0941345454668216,0.351405331780684,-4.77324065391325,"SYNJ2BP",0.236176286889539,1.0262509700648,"no"
"SF3A1",0.243409311577395,11.0001154170925,1.66697911911775,0.10275469467658,0.37024756647563,-4.80373136138522,"SF3A1",0.248839979282604,0.988198326867407,"no"
"COQ10A",0.243179656737251,13.5356428844331,1.98933659653156,0.0524774423086803,0.258973304439836,-4.30223777090197,"COQ10A",0.174053572654064,1.28002734013955,"no"
"WDR1",0.242897742160292,16.3813837130184,4.01518979461284,0.000211485600596931,0.0156352854379598,0.56594517879081,"WDR1",0.0105083313348816,3.67471919705577,"yes"
"ACOT2",0.242886364044139,16.5338839237211,1.84244421916373,0.0716974101085509,0.307055794737646,-4.55617060826268,"ACOT2",0.206369371521983,1.1444965318619,"no"
"ACY1",0.242879998100225,14.1164010676709,3.39840857658112,0.00138605136019188,0.0391763340336587,-1.13817744040261,"ACY1",0.0263300532724654,2.85822067662562,"yes"
"LRRC47",0.241487521885288,12.722270184118,3.18025992786144,0.00260000483497795,0.0539267189873485,-1.7020364083696,"LRRC47",0.0362436511421983,2.58502584441292,"yes"
"NT5C1A",0.241461475788428,14.7475076860327,2.0020161137047,0.0510489400919728,0.254272822331597,-4.27954948872476,"NT5C1A",0.170894421922658,1.29201327056015,"no"
"GPHN",0.241361907423572,11.973579910608,2.4149840694436,0.0196628795900609,0.155736488621279,-3.47712206625985,"GPHN",0.104669059599654,1.70635288027317,"no"
"NDUFV1",0.24126666253235,16.1736751248658,1.93479802942953,0.0590215657736286,0.274535857193239,-4.39844442620947,"NDUFV1",0.184513021021555,1.22898927335475,"no"
"NDUFA5",0.240936068425263,15.904823695705,2.16320492030841,0.0356223653676728,0.214403505960335,-3.98076456716734,"NDUFA5",0.144098621603767,1.44827724624219,"no"
"EIF3F",0.240830183111321,12.0918752736053,3.13599916027633,0.00294631646154239,0.0573934483690993,-1.81360642120161,"EIF3F",0.0385736080295451,2.53072060775805,"yes"
"USP48",0.240618233762094,14.54676953943,0.8895576622314,0.382463843973789,0.681064399120713,-5.49086456967755,"USP48",0.457737109741334,0.417409614379265,"no"
"ZYX",0.240277874656423,10.905511733738,2.14896672179632,0.0369106377470498,0.217762646540716,-4.0006642651142,"ZYX",0.146356269048654,1.43284845094003,"no"
"ADPRHL1",0.240137284838642,16.3568841394048,2.32794469245084,0.0242517264160823,0.172636363598927,-3.65616312907682,"ADPRHL1",0.116027309916725,1.61525733968892,"no"
"RPS11",0.239316229249976,12.9131195600761,1.95591933963876,0.0564085501628459,0.269248096224313,-4.36145347616827,"RPS11",0.180959165576983,1.24865506255731,"no"
"DDX19A",0.238972018853051,12.2169964478696,2.11004034243911,0.0403010856939969,0.228903784476081,-4.07396311108941,"DDX19A",0.15384412524015,1.39468325399386,"no"
"MRPS9",0.238801131377524,10.3858049558921,1.09886848311791,0.285419166500727,0.594296141705752,-5.1423418018896,"MRPS9",0.399420963107194,0.544516866449076,"no"
"LYPLAL1",0.238465007043304,13.6578562401956,3.0158051324857,0.0041185128573339,0.0677827774644671,-2.11149468989144,"LYPLAL1",0.0455561804241746,2.38525957388075,"yes"
"TUBB2B",0.238366729228062,15.3635846426144,2.01392812154851,0.0497376447745997,0.250688164134914,-4.25812483033304,"TUBB2B",0.168485206164973,1.3033147837145,"no"
"BRAWNIN",0.237840222373542,11.731769650727,1.77592644008037,0.0831324757343139,0.332414601306556,-4.60741304939203,"BRAWNIN",0.223412791850998,1.08022928575889,"no"
"JPH2",0.237644729407513,13.7277130034441,2.98822518346277,0.00444317938162962,0.0711649230957677,-2.17877121986696,"JPH2",0.0478292893518979,2.35230615291279,"yes"
"KIAA1217",0.23716607960929,12.1698168230674,1.74602631629396,0.0873136321170852,0.33925229298323,-4.71373751182752,"KIAA1217",0.228008341448692,1.05891794540055,"no"
"UQCRB",0.236924641136778,17.4854211702459,2.11149923016666,0.040052359938044,0.22865535386412,-4.07867737106157,"UQCRB",0.153677157314009,1.39737188962032,"no"
"UBE2L3",0.236574831915208,14.9948351270004,2.97988113950245,0.00454602456002635,0.0720423967195733,-2.1990441530066,"UBE2L3",0.0484190312925331,2.34236822231648,"yes"
"MICU2",0.23642992261145,10.413079213117,1.21230514106386,0.232841772301125,0.547254454188036,-5.35746553390474,"MICU2",0.367804678201516,0.632939103693679,"no"
"PDP1",0.236239528611948,13.102719122498,2.53304591161561,0.0146895936582381,0.131931771080063,-3.226249842327,"PDP1",0.0886701281922974,1.83299021744499,"no"
"TSTD1",0.235696669592393,11.1503759377649,1.45732366425654,0.152608722697601,0.442347374744249,-5.08592640504873,"TSTD1",0.297297596348465,0.816420642585783,"no"
"DPP3",0.235397617296352,12.7590033992711,2.68549533640795,0.00996378912772927,0.107990992688885,-2.88917498779518,"DPP3",0.0725797515408622,2.0015754723873,"no"
"CMAS",0.234882559303163,10.4703273217452,1.85287807846235,0.071847149726516,0.307055794737646,-4.45331833946049,"CMAS",0.206369371521983,1.14359045623678,"no"
"CTSZ",0.233756720866648,10.5298907722659,2.1838806791395,0.034321733591493,0.208680573278654,-3.92130157039028,"CTSZ",0.140252291259179,1.46443078404581,"no"
"WASHC5",0.233402545230749,10.8377064823703,2.31153126102921,0.0257565842623906,0.177091278036826,-3.66195962063726,"WASHC5",0.119021416878683,1.58911173193159,"no"
"STXBP3",0.233308284189997,12.6968212211734,3.37665801613632,0.00147712934765444,0.0398745431851229,-1.19540275828502,"STXBP3",0.0267993132123459,2.83058147319654,"yes"
"LHPP",0.233186344462608,10.9726752902729,2.41074650435155,0.0202466504077043,0.158045109184717,-3.46617249556117,"LHPP",0.106220662216913,1.6936468158951,"no"
"PABPC4",0.233102279376016,12.810484675262,3.19562893029829,0.00248900785531513,0.0527633062270112,-1.66306499237558,"PABPC4",0.0354617321415274,2.60397373275475,"yes"
"CSPG4",0.232243635932587,11.0782083980453,1.77942221110697,0.0843292071039682,0.33387437201073,-4.52778631131972,"CSPG4",0.224393890296133,1.07402198305948,"no"
"DBI",0.231967489260683,17.8868655531882,2.2192184180188,0.0313154581394211,0.198482133600736,-3.8725327605631,"DBI",0.13339801388384,1.50424123026741,"no"
"RPS20",0.231863174709586,12.9723779977077,2.97709912885223,0.00458080612158233,0.072166470210502,-2.20579500813669,"RPS20",0.048502419943014,2.33905808895057,"yes"
"SCLY",0.231840558792371,9.74463264589218,1.4611623139848,0.152599011925262,0.442347374744249,-5.00218895277647,"SCLY",0.297297596348465,0.816448278417808,"no"
"SUCLA2",0.231592117864118,17.3820490639902,2.31063124992181,0.0252713849525971,0.175560006791175,-3.69116476043659,"SUCLA2",0.117992263578173,1.5973709567034,"no"
"PPP1R27",0.231078065067017,11.5879481575095,0.954585347542096,0.344651686889485,0.647437934878848,-5.71301036113632,"PPP1R27",0.435137072839151,0.462619591520579,"no"
"MRPS14",0.230780331442688,9.92892437007192,0.940700021663346,0.355453894200648,0.657385718844166,-5.45083053320563,"MRPS14",0.441822886818702,0.449216723465316,"no"
"KSR2",0.230703140081673,18.0516180581653,1.47965566222541,0.145902762374344,0.433647076211582,-5.09016460525845,"KSR2",0.2914502058383,0.835936485539189,"no"
"ARF5",0.230528132868779,10.6918131286677,1.97728540194122,0.0542678059905576,0.263857796379138,-4.30094811432577,"ARF5",0.177336394698113,1.26545773628777,"no"
"UQCRC1",0.230464222994954,17.7456501777736,2.02857939033767,0.0481648663700725,0.24708062232192,-4.23162811902375,"UQCRC1",0.166060610539533,1.31726964029468,"no"
"UQCRFS1",0.23000335128911,17.2039498706745,2.53727006683688,0.0145349815315213,0.131209379862941,-3.21710662991842,"UQCRFS1",0.0881846157088155,1.83758551571767,"no"
"DIAPH1",0.229730871355011,11.2039017807093,2.0350430683143,0.0476081518395197,0.246682663391723,-4.21208763129527,"DIAPH1",0.165793146007928,1.32231867761975,"no"
"TIMM50",0.229680837262288,13.4342086092164,3.40730725578349,0.00135035107692872,0.0391763340336587,-1.11470314811415,"TIMM50",0.0263300532724654,2.8695533048748,"yes"
"PET117",0.229433803731888,12.1118205257004,1.69128366922379,0.0976686211231564,0.357333292764035,-4.78120221877839,"PET117",0.240160414867278,1.01024494356853,"no"
"HLA-DRA",0.229174949989037,12.9083386469989,1.65033080670083,0.105516043760591,0.375409609229711,-4.86278990656427,"HLA-DRA",0.2523093406729,0.976681500679611,"no"
"SCP2",0.228903715767116,12.9599026565886,2.67587624903885,0.0102147118441144,0.109070423135488,-2.91086806299393,"SCP2",0.073305226801987,1.99077388025779,"no"
"ARPC5L",0.228351810851875,10.6874710095785,2.37719370055579,0.0217374655768675,0.163684300239224,-3.54515579846494,"ARPC5L",0.110010710585175,1.66279109273107,"no"
"XIRP1",0.228306497692689,16.3155009617117,1.24037603049564,0.220967879056376,0.534931622795674,-5.41499355573723,"XIRP1",0.359522616721498,0.655670852841748,"no"
"TUFM",0.228164254578704,16.4382142395518,2.01800678852566,0.0492954059706086,0.249278910371665,-4.25076466591949,"TUFM",0.167538059690551,1.3071935524181,"no"
"IMPA1",0.227941492228044,14.944935246218,3.49735907257654,0.0010350677020559,0.0351070610003196,-0.875161453064296,"IMPA1",0.0235951323465827,2.98503124279867,"yes"
"PSMB8",0.226791247357967,10.3046305190448,0.999047818812471,0.324227276503619,0.632868813920063,-5.5542775761037,"PSMB8",0.425345300830871,0.4891504517432,"no"
"NDUFS6",0.22636892066555,14.5515037555936,1.72975380172178,0.0902104647299108,0.345530768109437,-4.73960310074565,"NDUFS6",0.232228046753453,1.04474307985451,"no"
"CA2",0.22614940974799,17.9527372717746,3.18968920296236,0.0025313644095176,0.053269515274739,-1.67814040642111,"CA2",0.0358019505800936,2.59664533028598,"yes"
"SZRD1",0.225584730471432,10.2826460706418,1.16704229613781,0.250825070520077,0.562738748454954,-5.36769879722821,"SZRD1",0.378211529761038,0.600629056978601,"no"
"NDUFAF2",0.225535210791065,14.667625539692,0.508791048830548,0.613320372740868,0.84173321238346,-6.01660212769572,"NDUFAF2",0.565721139303604,0.212312609057836,"no"
"CALM1",0.22541887951756,15.6516173619587,2.01187845113069,0.0499611783513568,0.251047713828714,-4.26181887673686,"CALM1",0.168726856202563,1.30136732719428,"no"
"GLTP",0.223538872963992,12.203992117076,2.49133732904696,0.0162984435598675,0.139018972731059,-3.31591338984808,"GLTP",0.093433371145635,1.78785386710742,"no"
"TSN",0.223272462409376,11.2934136183139,1.96385303910546,0.0554530320202201,0.267342962064038,-4.34747125430556,"TSN",0.179678742455,1.25607470283041,"no"
"LARS2",0.223111849386575,10.4894459465366,1.23071316156976,0.225090293809229,0.538854205494638,-5.38623690609784,"LARS2",0.362158948424731,0.647643231947399,"no"
"RCC1L",0.223092745909431,10.2711950668633,2.07094230861375,0.0449948061436388,0.24066795197052,-4.0888025638388,"RCC1L",0.161750713859919,1.34683761496556,"no"
"ASB10",0.222926112864672,9.71730323387547,1.02208532764224,0.317283913552078,0.623112753930954,-5.3397482452824,"ASB10",0.418788342769866,0.49855194628177,"no"
"PDE12",0.222150310010147,12.1223164367167,2.16161298805664,0.0358644688083798,0.214596849556813,-3.97661766289573,"PDE12",0.144228566054179,1.44533559715248,"no"
"RPS9",0.222057831030316,11.4312796852556,1.72456161061097,0.091151409896801,0.348065582427122,-4.74781163182491,"RPS9",0.233931672109595,1.04023660944822,"no"
"MPC2",0.221984670861179,14.0484237070375,1.27446834372698,0.208737343292841,0.522386945063595,-5.37457360601943,"MPC2",0.35109145435986,0.680399848322066,"no"
"ANP32E",0.221712612622659,12.6189197628712,2.72231868464529,0.00905469194329757,0.101395344616371,-2.80561351415668,"ANP32E",0.0681468772201937,2.04312632056823,"no"
"COPG2",0.221457482014923,10.6781826379985,1.76729263613407,0.0847714326437234,0.33387437201073,-4.62239487648348,"COPG2",0.224393890296133,1.07175047717057,"no"
"GPI",0.221401903314913,18.122755917689,1.67407987059647,0.100730924873688,0.366313693245474,-4.82648945494414,"GPI",0.246196059317348,0.996837178501285,"no"
"TFAM",0.221317195520848,13.0783852225346,1.82463226312145,0.0743903814083425,0.314468430498903,-4.58583008434001,"TFAM",0.211351335743433,1.12848321460639,"no"
"MME",0.220909435685343,12.3872509959963,2.47907289773946,0.0168010419843491,0.13972950845815,-3.34206515327429,"MME",0.0939109156634612,1.7746637829158,"no"
"ACAA2",0.220690388586334,15.5751801486647,1.20280223352102,0.235052707077369,0.548208993704857,-5.4583541995483,"ACAA2",0.368446215419036,0.628834742722938,"no"
"FHOD1",0.220554355466911,13.3359570049182,2.9576086220554,0.00483154417506991,0.0740615646419218,-2.25297259437543,"FHOD1",0.049776095455704,2.31591404532852,"yes"
"NRAP",0.220391447697471,15.3430169283955,1.03636424860098,0.305313532426713,0.608280896809808,-5.63527042400607,"NRAP",0.408819988206781,0.515253946019053,"no"
"CAMK2A",0.219296133064434,15.4108339287238,2.22214376001202,0.0311037571142775,0.19838967203642,-3.86681916746339,"CAMK2A",0.133335871318076,1.50718714809708,"no"
"GATD3B",0.219237392055309,15.9417767595608,1.70713253604455,0.094369680417275,0.351405331780684,-4.77520769413165,"GATD3B",0.236176286889539,1.02516751568632,"no"
"PHYKPL",0.219149231113036,12.7953666904767,2.77695955842422,0.00784580576455191,0.0924500427086924,-2.68012675556239,"PHYKPL",0.062134822198274,2.10536244772668,"no"
"HIKESHI",0.21908192937874,12.9778341633238,2.66091127779754,0.0106166459099782,0.110696998184641,-2.94450519723903,"HIKESHI",0.0743984329110388,1.97401266714004,"no"
"MSRA",0.218959539287493,11.6289921089749,1.26003830622783,0.214922613680821,0.530044392850135,-5.31956334255642,"MSRA",0.356237954488675,0.667717886602059,"no"
"MRPS30",0.218938291628614,11.3927819710662,1.46486211063659,0.149731987182821,0.439142745725406,-5.12063098490243,"MRPS30",0.295143794700967,0.824685411593959,"no"
"PRDX3",0.217814678974307,17.9960987458746,2.55817892488856,0.0137912611099768,0.127463131715856,-3.17168183173781,"PRDX3",0.0856667968337805,1.86039601895381,"no"
"ACE",0.217790662050215,11.8040294224296,2.1510388487828,0.0395962486244246,0.22817174236693,-3.88452996203501,"ACE",0.153352126481025,1.40234595748068,"no"
"RTRAF",0.217767871012748,13.2645165555032,2.90772746155598,0.0055327887403783,0.0791435490588223,-2.37276026316039,"RTRAF",0.0531916503749536,2.25705591222568,"no"
"KLHL41",0.217621673999261,19.0690757249093,3.21073037001403,0.00238431132685404,0.0520755269342439,-1.62465772259739,"KLHL41",0.0349994820136134,2.6226370380647,"yes"
"TPT1",0.21721941020912,15.875095048356,3.51905196917532,0.000970371950308,0.0340589750366605,-0.816926386252825,"TPT1",0.0228907234237478,3.01306176573023,"yes"
"CIRBP",0.216919414400358,14.9472743241909,2.64614621664095,0.0110273862936383,0.11273742795943,-2.97755868798428,"CIRBP",0.0757697869694037,1.9575274116543,"no"
"KIF5B",0.216683827447333,13.3647896977532,3.35395211109448,0.00157826302603441,0.0399056923854139,-1.25491009683927,"KIF5B",0.0268202483029635,2.80182061758019,"yes"
"SYNCRIP",0.215805395820899,14.0320496739817,3.15323826891535,0.00280656180107093,0.0554775794754996,-1.77026873032961,"SYNCRIP",0.037285970192166,2.55182539008476,"yes"
"FBL",0.215473755472752,11.5720060491227,2.23715633395969,0.0303679407422644,0.195291411099537,-3.81575395805778,"FBL",0.131253558678766,1.51758465670185,"no"
