"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated_q"
"CLTC",0.0225546653145638,14.1324345701946,0.286468159140139,0.776944229341312,0.907195815002134,-6.13282195791168,"CLTC",0.585994199205219,0.109610154633593,""
"RPL10A",0.0224801020381644,13.0438273438622,0.160964906816043,0.873449820017271,0.950411596790536,-6.16074446896962,"RPL10A",0.613909007698976,0.0587620403268357,""
"SCRIB",0.0224518347994849,10.1300556617912,0.0817280417380267,0.935799159659732,0.978641431837713,-5.9281273117804,"SCRIB",0.632143791533519,0.0288173491366845,""
"PPM1A",0.0223843767460874,12.8433187684951,0.319433164054506,0.752124029768473,0.895869593007948,-6.12290633178615,"PPM1A",0.578678137691545,0.123710535734917,""
"ACTN4",0.0222996328550558,12.8815070306036,0.216413081820846,0.83046960071211,0.932799779435919,-6.15033179663705,"ACTN4",0.602532827786546,0.0806762602440319,""
"SRSF1",0.0221087374036575,11.6848016196478,0.174385726127878,0.86320643622268,0.94704415149845,-6.07334664190962,"SRSF1",0.61173383958789,0.0638853301351858,""
"AHCYL2",0.0218969563665912,11.9682544917055,0.290657461996068,0.773775909751124,0.907065458853097,-6.13162124291629,"AHCYL2",0.58590999693499,0.111384795453512,""
"VPS13A",0.0218748117145324,10.046128984798,0.125014801033362,0.902037333404391,0.965165190367605,-5.962190875009,"VPS13A",0.623438946120896,0.0447754875622843,""
"PFDN5",0.021624286287528,12.284356406297,0.225127552477405,0.823759762667387,0.928065953614653,-6.14841806965077,"PFDN5",0.59947505963392,0.0841994253904065,""
"KYAT1",0.0213514051034256,13.331398285885,0.213590258078592,0.83264592288493,0.932885359793827,-6.15093556573193,"KYAT1",0.602588107575618,0.0795396401637246,""
"YTHDF3",0.0213477586639108,11.293466823448,0.158813293342729,0.875126567782222,0.95110039284022,-6.16108700973996,"YTHDF3",0.614353928721401,0.0579291313042223,""
"FXN",0.0213030860714536,12.3479591509482,0.241245059555294,0.811386217432585,0.921006938567494,-6.14468046209651,"FXN",0.594915358408085,0.0907723736884001,""
"RAD23B",0.0211595675760421,12.8004831243974,0.24010310906255,0.812261297583158,0.921635096069603,-6.14495374012733,"RAD23B",0.595321110558102,0.0903042394241583,""
"PTGR2",0.0209994799795137,13.4128215209505,0.208419534219174,0.836635938882364,0.934852560412626,-6.15202104290857,"PTGR2",0.6038588014349,0.07746348361977,""
"RPLP0",0.0209667846645694,14.5886116921639,0.209851793064125,0.835530276672077,0.934563599641556,-6.15172302584551,"RPLP0",0.603672150071606,0.0780378081842657,""
"CENPV",0.0208610687020165,12.2526484421536,0.13629824361478,0.892706757267685,0.959265977924646,-6.16439547370598,"CENPV",0.619628407961122,0.0492911778586451,""
"DEPTOR",0.0208374167022747,12.2423988649751,0.147919214657898,0.883625284743654,0.954630691882212,-6.16275075535649,"DEPTOR",0.616634290607839,0.0537318653814833,""
"ADH5",0.0208286852995432,14.1770777824121,0.245544260706761,0.808093981022728,0.919455621775265,-6.14364005716541,"ADH5",0.59391330060938,0.0925381280050271,""
