"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated_q"
"ALDH1B1",0.638709081837137,14.7563242836544,7.4257997380548,5.68019282348211e-11,1.35661938600831e-08,14.7069479803471,"ALDH1B1",6.73678750153039e-09,10.2456369211987,"+"
"KRT2",0.618252581545562,18.0609729569596,3.5321538518277,0.000648128813951962,0.00670591039995063,-0.846380635813113,"KRT2",0.00333006396891437,3.18833867062805,"+"
"DSG1",0.616180190463509,16.3075576966036,3.01491487154118,0.00332665631613844,0.022863781779503,-2.35001057498531,"DSG1",0.0113538433047964,2.47799206469009,"+"
"FLG",0.609852752544214,13.9211046331335,3.13439597956813,0.00232207235072062,0.0179396837516456,-2.01741663624529,"FLG",0.00890860314440127,2.63412425271579,"+"
"NES",0.607213239053325,12.6887417926421,5.49036187888141,3.56653993105017e-07,1.96571220045957e-05,6.26725009976032,"NES",9.76145964022126e-06,6.44775290924664,"+"
"HSPB6",0.594847693012801,18.1587108474651,11.6659558837882,8.42869245819772e-20,8.05221086173155e-17,34.3808170820859,"HSPB6",3.99861848153393e-17,19.0742397921882,"+"
"CDSN",0.592750616684576,11.2239571719133,3.61293719293049,0.000572952225858909,0.00619653237476088,-0.600027499304359,"CDSN",0.00307711376423319,3.24188158904629,"+"
"KRT9",0.585863997723685,19.6078652432817,3.03776065660308,0.00310611121547389,0.0218725177974157,-2.28760920330489,"KRT9",0.0108615950829209,2.5077829982527,"+"
"UBE2D3",0.585527726673483,12.936076492223,3.44795176146117,0.000866809372688243,0.00853702976675087,-1.10020490097058,"UBE2D3",0.00423937296090562,3.06207640136147,"+"
"PXDN",0.582634231055989,9.82422643929675,4.64375700994503,1.66390865575032e-05,0.000433523837034582,2.75523620641489,"PXDN",0.000215282045728645,4.77887051902635,"+"
"UCHL1",0.578504643624459,13.8891176881467,6.23139174227649,1.39557685272044e-08,1.37921491720578e-06,9.3861345808231,"UCHL1",6.84899383864421e-07,7.85524624244774,"+"
"DSP",0.576633060151266,12.5389951245494,2.80496242583633,0.0061595494266523,0.0354483306361154,-2.90229449175162,"DSP",0.017603159238507,2.2104510554777,"+"
"KRT10",0.567993858935402,18.5638981076031,3.38553690147466,0.0010482771922867,0.0098181778859271,-1.29143329258345,"KRT10",0.00487557370563114,2.97952386318922,"+"
"GCC2",0.565512917948291,15.0834213801161,2.30578744853515,0.0251060227489122,0.0946633544720455,-3.70510385854643,"GCC2",0.0470085353222507,1.60022208199083,"+"
"KRT1",0.563788968365856,19.8203722980532,3.1926139490037,0.00193352366660169,0.01569824030731,-1.8546347700106,"KRT1",0.00779553279195575,2.71365050773283,"+"
"UCHL5",0.563558036209951,8.90647897697155,2.37129699440979,0.0229743419183849,0.0888589256924307,-3.52641829246524,"UCHL5",0.0441261348745401,1.63875691978112,"+"
"S100A16",0.551410757031269,12.582454267105,4.23713819871719,5.39339036412508e-05,0.00106603150231603,1.48306735848574,"S100A16",0.000529376756303874,4.26813814510215,"+"
"CES2",0.532263132774451,14.1784516990066,5.87360005407609,6.8123740963178e-08,5.1379642526439e-06,7.8584939848674,"CES2",2.55144322110618e-06,7.16670151110498,"+"
"BGN",0.530451939482014,13.3949404826783,5.21127574143314,1.1535754520319e-06,4.93454812764691e-05,5.14197544866894,"BGN",2.45042953792997e-05,5.93795399426865,"+"
"IGFN1",0.525269753445918,12.6762671832276,2.53824159548787,0.0132306213135073,0.0612978015840049,-3.48415962555563,"IGFN1",0.0304396552077492,1.87841976074886,"+"
"CSTA",0.502833424656079,13.0667768160009,2.98438242095867,0.0036535149710783,0.0246091160579989,-2.43032531659227,"CSTA",0.0122205525877855,2.4372891086983,"+"
"CASP3",0.493077389335986,12.7139945074699,8.18632336414582,2.14715191209328e-12,6.83748597784371e-10,17.8903397977014,"CASP3",3.39540261273729e-10,11.6681372279206,"+"
"CARNS1",0.487095923124964,11.6794548459717,6.70426731135431,1.63335473238062e-09,2.12781575591039e-07,11.4574347897106,"CARNS1",1.05664438661418e-07,8.78691948483771,"+"
"LSMEM1",0.482355957551976,9.06457240469654,1.4448456816386,0.155358176728346,0.328845298747002,-4.72484432647726,"LSMEM1",0.1633001062335,0.808665884252913,""
"FKBP9",0.46877872804617,10.6737520686881,1.96065862329895,0.0562013882915973,0.164360386575222,-4.0413124152008,"FKBP9",0.0816191342572985,1.25025295631825,""
"VIM",0.46784214079937,17.1162262315058,7.66432991892456,1.83904344379867e-11,5.27069850992698e-09,15.7991158879044,"VIM",2.61735724936732e-09,10.7354080112844,"+"
"RBP1",0.465805934001732,11.7078809011658,4.35296992696385,3.91539001009014e-05,0.000850114224918055,1.84319684349718,"RBP1",0.00042215517074043,4.40722497158973,"+"
"YBX1",0.452164389397907,8.78252922940075,2.27318712974177,0.0263031078874799,0.0972705899426032,-4.03532778554717,"YBX1",0.0483032530236747,1.57999293369125,"+"
"SLC25A6",0.441445721905604,14.1041746287125,3.87660646006779,0.000203034791387546,0.00285243976527798,0.250203534890276,"SLC25A6",0.00141648282176879,3.69242953640708,"+"
"CAMK2D",0.440703882882804,15.6045675142549,8.95337265825744,3.80186353919113e-14,1.81602348388696e-11,21.7891658916199,"CAMK2D",9.01812581694924e-12,13.4200034753822,"+"
"TUBB4A",0.438685579515099,11.2652042622912,4.58310498845508,1.49610455384288e-05,0.000399889102584812,2.71171665431492,"TUBB4A",0.000198579493708861,4.82503805515446,"+"
"GSN",0.437153144864173,14.6047223692527,8.46238281030435,4.05374818129053e-13,1.45225528594733e-10,19.4955258005724,"GSN",7.21170238336952e-11,12.3921432331646,"+"
"KRT6C",0.4333876588246,14.515000023104,0.619428639654643,0.53872576879826,0.708901769226728,-5.52460205364307,"KRT6C",0.352030984371481,0.268632250406838,""
"COL1A1",0.429319863361484,11.5263260468559,2.06361731450981,0.0419510623005238,0.134337144752292,-4.57845122407487,"COL1A1",0.0667100003945376,1.37725703732838,""
"IGKV2-28",0.424619796345763,11.8682854979132,2.62503231991415,0.0105345950042619,0.0515378826677125,-3.26654998305102,"IGKV2-28",0.0255930121146786,1.97738215590734,"+"
"CSRP3",0.421996668763088,17.1869504487432,6.43615728119626,5.54747010220632e-09,6.11501896650897e-07,10.2763663895172,"CSRP3",3.03663531349143e-07,8.25590502969655,"+"
"NDUFAF2",0.420863821107693,14.8768012054682,2.61415196149351,0.0104949243819469,0.0515042008196231,-3.37391430906869,"NDUFAF2",0.0255762861666657,1.9790206862499,"+"
"CASP14",0.417871670838292,14.248251265385,2.60438524514096,0.0107411095479431,0.0523537754496684,-3.40413059060593,"CASP14",0.0259981733819256,1.96895085404989,"+"
"SERPINB9",0.416878205938841,11.3339701654793,4.07466691420601,9.87435578607312e-05,0.00170094724068595,0.917646323842751,"SERPINB9",0.000844667283248266,4.00549122863112,"+"
"SSR1",0.409357137334556,12.8994320177515,3.21179568975687,0.00182734777495044,0.0149302773432646,-1.79803533929854,"SSR1",0.00741417282089989,2.7381787912525,"+"
"AGBL1",0.406942974495649,9.61298721920299,3.63520768130149,0.000547379233016922,0.00598774382376526,-0.533142791113683,"AGBL1",0.00297343220731924,3.26171168328183,"+"
"MPO",0.400439398994122,14.8154972077524,2.08784541011686,0.0407068304311323,0.13108514159059,-4.34460598235718,"MPO",0.0650950998203131,1.39033271191336,""
